X,Y,OBJECTID,SAMPLE_DATE,TIME,TIMEZONE,DEPTH,LOCATION,LATITUDE,LONGITUDE,NAME,COUNT_,HAB_ID
774461.443999998,363459.7138,2361149,2024/01/05 00:00:00+00,11:30:00,EST,0.7,Indian Riverside Park Pier (Indian River),27.224761,-80.211264,Karenia brevis,0,HABW240108-007
776391.258699998,356575.5248,2361150,2024/01/05 00:00:00+00,10:45:00,EST,0.7,Sandsprit Park Boat Ramp (Manatee Pocket),27.162256,-80.1939,Karenia brevis,0,HABW240108-008
762695.0669,388326.9379,2361151,2024/01/05 00:00:00+00,07:30:00,EST,1,Indian River Veterans Memorial Park Boat Ramp (Indian River),27.451811,-80.322742,Karenia brevis,0,HABW240108-009
765438.005199999,381258.9356,2361152,2024/01/05 00:00:00+00,08:00:00,EST,0.5,"East Midway Road; N of (Indian River)",27.38745,-80.2971,Karenia brevis,0,HABW240108-010
534638.4001,417868.0779,2361153,2024/01/08 00:00:00+00,11:18:00,EST,0.5,"FWRI Peninsula; SE tip of (Bayboro Harbor)",27.759803,-82.631267,Karenia brevis,0,HABW240108-011
534638.4001,417868.0779,2361154,2024/01/08 00:00:00+00,11:21:00,EST,3.8,"FWRI Peninsula; SE tip of (Bayboro Harbor)",27.759803,-82.631267,Karenia brevis,0,HABW240108-012
535040.616300002,374935.1638,2361155,2024/01/08 00:00:00+00,09:10:00,EST,0.5,Longboat Key Beach,27.37317,-82.63202,Karenia brevis,0,HABW240108-013
541968.924600001,369866.8538,2361156,2024/01/08 00:00:00+00,08:50:00,EST,0.5,Ringling Causeway,27.32682,-82.56244,Karenia brevis,0,HABW240108-014
540080.280499998,368600.1299,2361157,2024/01/08 00:00:00+00,09:40:00,EST,0.5,North Lido Beach,27.31561,-82.58171,Karenia brevis,0,HABW240108-015
540533.581500001,368093.4201,2361158,2024/01/08 00:00:00+00,10:00:00,EST,0.5,Lido Beach Casino,27.311,-82.57718,Karenia brevis,0,HABW240108-016
541517.045499999,366681.1727,2361159,2024/01/08 00:00:00+00,10:15:00,EST,0.5,South Lido Park,27.29818,-82.56739,Karenia brevis,0,HABW240108-017
542971.579300001,363033.5954,2361160,2024/01/08 00:00:00+00,10:50:00,EST,0.5,Siesta Beach,27.26518,-82.5531,Karenia brevis,0,HABW240108-018
546590.088399999,357885.1741,2361161,2024/01/08 00:00:00+00,11:15:00,EST,0.5,Turtle Beach,27.21843,-82.51711,Karenia brevis,0,HABW240108-019
551257.2053,347380.7693,2361162,2024/01/08 00:00:00+00,11:10:00,EST,0.5,Nokomis Beach,27.12332,-82.47122,Karenia brevis,0,HABW240108-020
551506.756499998,346328.9635,2361163,2024/01/08 00:00:00+00,11:10:00,EST,0.5,North Jetty,27.11382,-82.46883,Karenia brevis,0,HABW240108-021
552311.0462,344842.1313,2361164,2024/01/08 00:00:00+00,10:45:00,EST,0.5,Venice Beach,27.10034,-82.46089,Karenia brevis,0,HABW240108-022
553136.401000001,342401.778,2361400,2024/01/08 00:00:00+00,10:30:00,EST,0.5,Service Club Park,27.07827,-82.45286,Karenia brevis,0,HABW240108-023
553277.657600001,341873.8864,2361401,2024/01/08 00:00:00+00,10:10:00,EST,0.5,"Venice Fishing Pier; N of",27.0735,-82.4515,Karenia brevis,0,HABW240108-024
553634.132599998,341079.9859,2361402,2024/01/08 00:00:00+00,09:50:00,EST,0.5,Brohard Beach,27.06631,-82.448,Karenia brevis,0,HABW240108-025
554082.674600001,340055.1852,2361403,2024/01/08 00:00:00+00,09:40:00,EST,0.5,Caspersen Beach,27.05703,-82.4436,Karenia brevis,0,HABW240108-026
557166.7632,334906.7345,2361404,2024/01/08 00:00:00+00,09:05:00,EST,0.5,Manasota Beach,27.01031,-82.41312,Karenia brevis,0,HABW240108-027
559955.690200001,329716.3916,2361405,2024/01/08 00:00:00+00,08:45:00,EST,0.5,Blind Pass Beach,26.96324,-82.38565,Karenia brevis,0,HABW240108-028
540436.090500001,370379.8928,2361406,2024/01/08 00:00:00+00,11:30:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240108-029
540287.1928,370616.9314,2361407,2024/01/08 00:00:00+00,11:40:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240108-030
514634.8565,441861.8973,2361408,2024/01/08 00:00:00+00,10:23:00,EST,0.5,Clearwater Beach Pier 60,27.9777,-82.8323,Karenia brevis,0,HABW240108-031
516101.876400001,423484.4676,2361409,2024/01/08 00:00:00+00,11:12:00,EST,0.5,La Contessa Pier,27.8121,-82.81915,Karenia brevis,0,HABW240108-032
524197.909400001,401486.5799,2361410,2024/01/08 00:00:00+00,12:11:00,EST,0.5,"Mullet Key; Gulf Pier",27.6133,-82.7391,Karenia brevis,0,HABW240108-033
528904.193399999,412463.5663,2361411,2024/01/08 00:00:00+00,12:50:00,EST,0.5,Wallace Cove (Boca Ciega Bay),27.7117,-82.69014,Karenia brevis,0,HABW240108-034
525456.319899999,437856.6227,2361412,2024/01/08 00:00:00+00,09:38:00,EST,0.5,"Via Cipriani; dock S of (Old Tampa Bay)",27.94067,-82.7225,Karenia brevis,0,HABW240108-035
523272.835999999,419812.5906,2361413,2024/01/08 00:00:00+00,08:54:00,EST,0.5,"Country Club Road North; SW of (Boca Ciega Bay)",27.7784,-82.7466,Karenia brevis,0,HABW240108-036
534255.223499998,399727.8494,2361414,2024/01/08 00:00:00+00,09:33:00,EST,0.5,"Skyway Fishing Pier; South (Lower Tampa Bay)",27.5965,-82.6372,Karenia brevis,0,HABW240108-037
536474.075599998,398488.7622,2361415,2024/01/08 00:00:00+00,09:55:00,EST,0.1,Fletcher Point (Lower Tampa Bay),27.58512,-82.61482,Karenia brevis,0,HABW240108-038
532899.667199999,388540.9007,2361416,2024/01/08 00:00:00+00,10:33:00,EST,0.5,Palma Sola Bay Bridge,27.4959,-82.6522,Karenia brevis,0,HABW240108-039
529396.8631,383172.6318,2361417,2024/01/08 00:00:00+00,12:19:00,EST,0.5,Longboat Pass Boat Ramp (Sarasota Bay),27.4479,-82.6883,Karenia brevis,0,HABW240108-040
524174.4219,393179.5007,2361418,2024/01/08 00:00:00+00,11:18:00,EST,0.5,Anna Maria Island Rod & Reel Pier (Lower Tampa Bay),27.5385,-82.7402,Karenia brevis,0,HABW240108-041
586640.9474,300899.6016,2361419,2024/01/08 00:00:00+00,13:28:00,EST,0.2,"Jug Creek Point; E of (Matlacha Pass)",26.7003,-82.1208,Karenia brevis,0,HABW240109-001
591698.497299999,293763.2234,2361420,2024/01/08 00:00:00+00,12:57:00,EST,0.2,"Matlacha Pass Bridge; NW of",26.63532,-82.07101,Karenia brevis,0,HABW240109-002
592206.2621,293138.3371,2361421,2024/01/08 00:00:00+00,12:47:00,EST,0.2,"Matlacha Pass Bridge; S of",26.62962,-82.066,Karenia brevis,0,HABW240109-003
592431.845699999,288265.7342,2361422,2024/01/08 00:00:00+00,10:51:00,EST,0.2,"McCardle Island; SW of (Matlacha Pass)",26.5857,-82.0645,Karenia brevis,0,HABW240109-004
594272.016600002,278811.2176,2361423,2024/01/08 00:00:00+00,12:25:00,EST,0.2,"Merwin Key; W of (San Carlos Bay)",26.500278,-82.0475,Karenia brevis,0,HABW240109-005
280397.215,631289.2773,2361424,2024/01/08 00:00:00+00,11:39:00,EST,0.3,"Neptune Street; N of (Indian Lagoon)",29.683,-85.237667,Karenia brevis,0,HABW240109-006
281939.155999999,631173.9741,2361425,2024/01/08 00:00:00+00,11:50:00,EST,0.3,Indian Pass (St. Vincent Sound),29.6821,-85.2217,Karenia brevis,0,HABW240109-007
360065.770399999,657455.9233,2361426,2024/01/08 00:00:00+00,10:54:00,EST,0.3,Alligator Harbor Boat Ramp,29.9235,-84.414167,Karenia brevis,0,HABW240109-008
366768.405999999,662530.686,2361427,2024/01/08 00:00:00+00,11:12:00,EST,0.3,Mashes Sands Pier (Ochlockonee Bay),29.9694,-84.3448,Karenia brevis,0,HABW240109-009
364518.892700002,667691.6213,2361428,2024/01/08 00:00:00+00,11:33:00,EST,0.3,Bottoms Road Boat Ramp (Apalachee Bay),30.015833,-84.3683,Karenia brevis,0,HABW240109-010
615674.815000001,257468.9957,2361429,2024/01/08 00:00:00+00,09:05:00,EST,0.5,Barefoot Beach State Preserve,26.30481,-81.8362,Karenia brevis,0,HABW240109-011
617013.643100001,251824.5491,2361430,2024/01/08 00:00:00+00,09:35:00,EST,0.5,Vanderbilt Beach,26.25375,-81.82377,Karenia brevis,0,HABW240109-012
617789.910500001,246682.1484,2361431,2024/01/08 00:00:00+00,10:00:00,EST,0.5,Seagate,26.2073,-81.8169,Karenia brevis,0,HABW240109-013
618956.794,238300.1817,2361432,2024/01/08 00:00:00+00,10:30:00,EST,0.5,Naples Pier,26.1316,-81.8067,Karenia brevis,0,HABW240109-014
627122.086100001,214041.354,2361433,2024/01/08 00:00:00+00,11:15:00,EST,0.5,South Marco Beach,25.9117,-81.7294,Karenia brevis,0,HABW240109-015
581797.529899999,296607.7624,2361434,2024/01/08 00:00:00+00,08:30:00,EST,0.5,"Black Key; NE of (Pine Island Sound)",26.6623,-82.1702,Karenia brevis,0,HABW240109-016
555800.632100001,338128.3492,2361435,2024/01/08 00:00:00+00,08:02:00,EST,0.4,South Venice Beach Boat Ramp,27.039481,-82.426497,Karenia brevis,0,HABW240109-017
603732.384799998,274237.7662,2361436,2024/01/08 00:00:00+00,06:37:00,EST,0.5,Matanzas Pass (Estero Bay),26.4577,-81.9532,Karenia brevis,0,HABW240109-018
615440.9483,263413.9261,2361437,2024/01/08 00:00:00+00,07:31:00,EST,0.5,Pelican Bay Nature Park Pier (Estero Bay),26.3584,-81.8375,Karenia brevis,0,HABW240109-019
606341.561099999,273004.6682,2361438,2024/01/08 00:00:00+00,07:07:00,EST,0.5,Mound House Dock (Estero Bay),26.4462,-81.9272,Karenia brevis,0,HABW240109-020
592463.184700001,307773.647,2361439,2024/01/08 00:00:00+00,07:33:00,EST,0.5,Burnt Store Marina (Charlotte Harbor),26.7614,-82.0611,Karenia brevis,0,HABW240109-021
729787.4221,465009.4958,2361440,2024/01/07 00:00:00+00,,EST,0.5,"Tropic; SW of (Indian River)",28.1505,-80.635,Karenia brevis,0,HABW240109-022
540436.090500001,370379.8928,2361441,2024/01/09 00:00:00+00,11:00:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240109-023
540287.1928,370616.9314,2361442,2024/01/09 00:00:00+00,11:05:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240109-024
574349.116500001,299667.0281,2361443,2024/01/08 00:00:00+00,07:35:00,EST,0.5,Cayo Costa State Park (Pelican Bay),26.69083,-82.24472,Karenia brevis,0,HABW240109-025
517437.3182,461283.7057,2361444,2024/01/08 00:00:00+00,10:00:00,EST,0.5,"Howard Park Causeway; S of (St. Joseph Bay)",28.152333,-82.801833,Karenia brevis,0,HABW240109-026
519589.622900002,452116.3409,2361445,2024/01/08 00:00:00+00,10:30:00,EST,0.5,Speckled Trout Marina,28.0696,-82.7808,Karenia brevis,0,HABW240109-027
785088.602299999,198358.1696,2361446,2024/01/04 00:00:00+00,15:12:00,EST,0.5,Virginia Key Beach Park,25.7351,-80.155867,Karenia brevis,0,HABW240109-028
783895.154300001,198970.3782,2361447,2024/01/04 00:00:00+00,15:28:00,EST,0.5,"Rickenbacker Causeway; canal E of",25.74095,-80.167583,Karenia brevis,0,HABW240109-029
770469.578400001,184515.8963,2361448,2024/01/04 00:00:00+00,16:44:00,EST,0.5,Deering Estate Peoples Dock (Biscayne Bay),25.614417,-80.30585,Karenia brevis,0,HABW240109-030
768552.306699999,176060.7145,2361449,2024/01/04 00:00:00+00,17:13:00,EST,0.5,Black Point Boat Launch (Black Creek),25.53875,-80.327467,Karenia brevis,0,HABW240109-031
767889.338,167621.44,2361450,2024/01/04 00:00:00+00,17:40:00,EST,0.5,Homestead Bayfront Park,25.462883,-80.336567,Karenia brevis,0,HABW240109-032
777113.924699999,197100.7442,2361451,2024/01/04 00:00:00+00,12:15:00,EST,0.5,Dinner Key Marina (Biscayne Bay),25.725989,-80.235807,Karenia brevis,0,HABW240109-033
779289.4943,198585.7384,2361452,2024/01/04 00:00:00+00,12:36:00,EST,0.5,"Halissee Street; SE of (Biscayne Bay)",25.738767,-80.21365,Karenia brevis,0,HABW240109-034
781826.026299998,199433.4888,2361453,2024/01/04 00:00:00+00,12:55:00,EST,0.5,"Hobie Island Beach Park North; E of (Biscayne Bay)",25.7457,-80.188083,Karenia brevis,0,HABW240109-035
783155.0209,199293.3873,2361454,2024/01/04 00:00:00+00,13:15:00,EST,0.5,Hobie Island Beach Park (Biscayne Bay),25.744067,-80.174867,Karenia brevis,0,HABW240109-036
785186.1094,197108.7694,2361455,2024/01/04 00:00:00+00,13:35:00,EST,0.5,Crandon Park Marina (Biscayne Bay),25.723817,-80.155283,Karenia brevis,0,HABW240109-037
784453.397999998,191872.6105,2361456,2024/01/04 00:00:00+00,14:01:00,EST,0.5,No Name Harbor,25.67685,-80.164217,Karenia brevis,0,HABW240109-038
785401.556699999,190844.0088,2361457,2024/01/04 00:00:00+00,14:20:00,EST,0.5,Cape Florida Beach,25.667317,-80.155083,Karenia brevis,0,HABW240109-039
785546.9859,195288.5062,2361458,2024/01/04 00:00:00+00,14:50:00,EST,0.5,Crandon Beach,25.707317,-80.15225,Karenia brevis,0,HABW240109-040
775150.441199999,191962.1451,2361459,2024/01/04 00:00:00+00,16:13:00,EST,0.5,Matheson Hammock Park (Biscayne Bay),25.680233,-80.25695,Karenia brevis,0,HABW240109-041
712694.225000001,517119.0537,2361460,2024/01/09 00:00:00+00,08:55:00,EST,0.2,Parrish Park Boat Ramp (Indian River),28.62365,-80.795517,Karenia brevis,0,HABW240110-001
718483.671500001,506468.1072,2361461,2024/01/09 00:00:00+00,09:20:00,EST,0.2,"NASA Causeway; SE side of (Indian River)",28.52641,-80.7391,Karenia brevis,0,HABW240110-002
715954.427099999,500699.3342,2361462,2024/01/09 00:00:00+00,09:40:00,EST,0.2,Port St. John Boat Ramp (Indian River),28.475083,-80.766533,Karenia brevis,0,HABW240110-003
726342.876899999,492823.6294,2361463,2024/01/09 00:00:00+00,10:00:00,EST,0.2,Kelly Park (Banana River),28.4017,-80.66245,Karenia brevis,0,HABW240110-004
729802.829300001,487966.4765,2361464,2024/01/09 00:00:00+00,10:20:00,EST,0.2,520 Slick Boat Ramp (Banana River),28.357133,-80.62844,Karenia brevis,0,HABW240110-005
731333.953299999,482664.5977,2361465,2024/01/09 00:00:00+00,10:50:00,EST,0.2,Ramp Road Park Boat Ramp (Banana River),28.309033,-80.614283,Karenia brevis,0,HABW240110-006
730902.3521,463037.991,2361466,2024/01/09 00:00:00+00,11:35:00,EST,0.2,Eau Gallie Pier (Indian River),28.13248,-80.62418,Karenia brevis,0,HABW240110-007
733910.3871,457562.4681,2361467,2024/01/09 00:00:00+00,11:55:00,EST,0.2,"Geiger Point; Melbourne Causeway at (Indian River)",28.08245,-80.59505,Karenia brevis,0,HABW240110-008
731335.451000001,487253.7945,2361468,2024/01/08 00:00:00+00,09:00:00,EST,0.5,Diamond Bay (Banana River),28.35034,-80.61298,Karenia brevis,0,HABW240110-009
788981.493900001,332869.6486,2361469,2024/01/08 00:00:00+00,09:00:00,EST,0.5,Jupiter Inlet (Loxahatchee River),26.9453,-80.0743,Karenia brevis,0,HABW240110-010
740298.106800001,450402.4366,2361470,2024/01/09 00:00:00+00,07:05:00,EST,0.5,"Ballyshannon Street; E of",28.0164,-80.532,Karenia brevis,0,HABW240110-011
739645.204500001,450228.5486,2361471,2024/01/09 00:00:00+00,07:25:00,EST,0.5,"Macfarlane Street; W of (Indian River)",28.015,-80.5387,Karenia brevis,0,HABW240110-012
557435.017700002,334889.7586,2361472,2024/01/09 00:00:00+00,11:28:00,EST,0.5,Manasota Beach Park Boat Ramp,27.010126,-82.410414,Karenia brevis,0,HABW240110-013
553140.340100002,341772.2261,2361473,2024/01/09 00:00:00+00,12:46:00,EST,0.5,Venice Fishing Pier,27.0726,-82.4529,Karenia brevis,0,HABW240110-014
535039.819899999,419515.8815,2361474,2024/01/10 00:00:00+00,07:46:00,EST,0.5,Spa Beach (Middle Tampa Bay),27.7746,-82.627,Karenia brevis,0,HABW240110-015
534772.653099999,417002.9767,2361475,2024/01/10 00:00:00+00,08:17:00,EST,0.5,Lassing Park (Middle Tampa Bay),27.752,-82.63,Karenia brevis,0,HABW240110-016
535352.3517,420596.6409,2361476,2024/01/10 00:00:00+00,07:22:00,EST,0.5,North Shore Park Beach (Middle Tampa Bay),27.7843,-82.6237,Karenia brevis,0,HABW240110-017
529619.031800002,412249.0657,2361477,2024/01/10 00:00:00+00,08:44:00,EST,0.5,Maximo Park (Lower Tampa Bay),27.7097,-82.6829,Karenia brevis,0,HABW240110-018
740298.106800001,450402.4366,2361624,2024/02/06 00:00:00+00,11:30:00,EST,0.5,"Ballyshannon Street; E of",28.0164,-80.532,Karenia brevis,0,HABW240207-018
739645.204500001,450228.5486,2361625,2024/02/06 00:00:00+00,11:00:00,EST,0.5,"Macfarlane Street; W of (Indian River)",28.015,-80.5387,Karenia brevis,0,HABW240207-019
518580.549400002,465755.894,2361626,2024/02/03 00:00:00+00,,EST,0.5,Anclote Anchorage,28.1925,-82.789722,Karenia brevis,0,HABW240207-020
535039.819899999,419515.8815,2361627,2024/02/07 00:00:00+00,07:15:00,EST,0.5,Spa Beach (Middle Tampa Bay),27.7746,-82.627,Karenia brevis,0,HABW240207-022
534772.653099999,417002.9767,2361628,2024/02/07 00:00:00+00,10:14:00,EST,0.5,Lassing Park (Middle Tampa Bay),27.752,-82.63,Karenia brevis,0,HABW240207-023
535352.3517,420596.6409,2361629,2024/02/07 00:00:00+00,07:40:00,EST,0.5,North Shore Park Beach (Middle Tampa Bay),27.7843,-82.6237,Karenia brevis,0,HABW240207-024
529619.031800002,412249.0657,2361630,2024/02/07 00:00:00+00,09:51:00,EST,0.5,Maximo Park (Lower Tampa Bay),27.7097,-82.6829,Karenia brevis,0,HABW240207-025
520439.856600001,418851.24,2361631,2024/02/07 00:00:00+00,08:17:00,EST,0.5,Treasure Island Beach,27.77,-82.7755,Karenia brevis,0,HABW240207-026
540436.090500001,370379.8928,2361632,2024/02/07 00:00:00+00,11:15:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240207-027
540287.1928,370616.9314,2361633,2024/02/07 00:00:00+00,11:25:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240207-028
520439.856600001,418851.24,2361713,2024/01/10 00:00:00+00,09:43:00,EST,0.5,Treasure Island Beach,27.77,-82.7755,Karenia brevis,0,HABW240110-019
540436.090500001,370379.8928,2361714,2024/01/10 00:00:00+00,10:25:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240110-020
540287.1928,370616.9314,2361715,2024/01/10 00:00:00+00,10:35:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240110-021
264524.120700002,640541.3521,2361716,2024/01/10 00:00:00+00,10:08:00,EST,0.3,Eagle Harbor Boat Ramp,29.7648,-85.403,Karenia brevis,0,HABW240111-001
268155.512600001,630974.3128,2361717,2024/01/10 00:00:00+00,10:23:00,EST,0.3,St. Joseph Bay Preserve Canoe Launch (Lighthouse Bayou),29.679,-85.3643,Karenia brevis,0,HABW240111-002
272638.4976,648900.7432,2361718,2024/01/10 00:00:00+00,11:11:00,EST,0.3,"Parker Avenue; W of (St. Joseph Sound)",29.8409,-85.3199,Karenia brevis,0,HABW240111-003
273976.6895,645566.9073,2361719,2024/01/10 00:00:00+00,10:48:00,EST,0.3,Frank Pate Park Boat Ramp (St. Joseph Bay),29.811,-85.305667,Karenia brevis,0,HABW240111-004
